Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2020 Population
031408012,Tabe,Bgy,,,,U," 9,212 "
031408013,Tiaong,Bgy,,,,U," 10,151 "
031408015,Tuktukan,Bgy,,,,U," 11,861 "
031409000,Hagonoy,Mun,,,1st,," 133,448 "
031409001,Abulalas,Bgy,,,,U," 6,522 "
031409002,Carillo,Bgy,,,,R," 1,808 "
031409003,Iba,Bgy,,,,U," 6,466 "
031409004,Mercado,Bgy,,,,U," 7,286 "
031409005,Palapat,Bgy,,,,R," 2,342 "
031409006,Pugad,Bgy,,,,R," 1,636 "
031409007,Sagrada Familia,Bgy,,,,U," 6,494 "
031409008,San Agustin,Bgy,,,,U," 10,387 "
031409009,San Isidro,Bgy,,,,U," 8,489 "
031409011,San Jose,Bgy,,,,R," 4,275 "
031409012,San Juan,Bgy,,,,R," 3,700 "
031409013,San Miguel,Bgy,,,,U," 6,167 "
031409014,San Nicolas,Bgy,,,,U," 4,642 "
031409015,San Pablo,Bgy,,,,R," 3,470 "
031409016,San Pascual,Bgy,,,,U," 5,754 "
031409017,San Pedro,Bgy,,,,U," 5,698 "
031409018,San Roque,Bgy,,,,R," 5,197 "
031409019,San Sebastian,Bgy,,,,U," 7,522 "
031409020,Santa Cruz,Bgy,,,,R," 3,223 "
031409021,Santa Elena,Bgy,,,,R," 5,494 "
031409022,Santa Monica,Bgy,,,,U," 8,168 "
031409023,Santo Niño (Pob.),Bgy,,,,U," 4,554 "
031409024,Santo Rosario,Bgy,,,,U," 5,052 "
031409025,Tampok,Bgy,,,,R," 3,011 "
031409026,Tibaguin,Bgy,,,,R," 3,300 "
031409027,Iba-Ibayo,Bgy,,,,R," 2,791 "
031410000,City of Malolos (Capital),City,,CC,3rd,," 261,189 "
031410001,Anilao,Bgy,,,,R," 3,013 "
031410002,Atlag,Bgy,,,,U," 4,675 "
031410003,Babatnin,Bgy,,,,R, 741 
031410004,Bagna,Bgy,,,,U," 4,947 "
031410005,Bagong Bayan,Bgy,,,,U," 3,068 "
031410006,Balayong,Bgy,,,,R," 3,549 "
031410007,Balite,Bgy,,,,U," 3,468 "
031410008,Bangkal,Bgy,,,,U," 12,322 "
031410010,Barihan,Bgy,,,,U," 5,852 "
031410012,Bulihan,Bgy,,,,U," 15,865 "
031410013,Bungahan,Bgy,,,,R," 3,025 "
031410014,Dakila,Bgy,,,,U," 6,806 "
031410015,Guinhawa,Bgy,,,,U," 4,217 "
031410016,Caingin,Bgy,,,,U," 7,348 "
031410017,Calero,Bgy,,,,U," 1,316 "
031410018,Caliligawan,Bgy,,,,R, 498 
031410019,Canalate,Bgy,,,,R," 3,632 "
031410020,Caniogan,Bgy,,,,U," 5,219 "
031410021,Catmon,Bgy,,,,U," 2,248 "
031410022,Ligas,Bgy,,,,U," 6,656 "
031410023,Liyang,Bgy,,,,U," 1,338 "
031410025,Longos,Bgy,,,,U," 16,999 "
031410026,Look 1st,Bgy,,,,U," 9,611 "
031410027,Look 2nd,Bgy,,,,U," 3,081 "
031410028,Lugam,Bgy,,,,R," 4,744 "
031410029,Mabolo,Bgy,,,,U," 6,281 "
031410031,Mambog,Bgy,,,,R," 2,836 "
031410032,Masile,Bgy,,,,R, 772 
031410033,Matimbo,Bgy,,,,U," 6,649 "
031410034,Mojon,Bgy,,,,U," 16,169 "
031410035,Namayan,Bgy,,,,R, 712 
031410036,Niugan,Bgy,,,,R, 715 
031410037,Pamarawan,Bgy,,,,R," 3,094 "
031410038,Panasahan,Bgy,,,,U," 9,484 "
031410039,Pinagbakahan,Bgy,,,,U," 7,563 "
031410041,San Agustin,Bgy,,,,U," 1,945 "
031410042,San Gabriel,Bgy,,,,U," 2,012 "
031410043,San Juan,Bgy,,,,U," 4,566 "
031410044,San Pablo,Bgy,,,,U," 4,991 "
031410045,San Vicente (Pob.),Bgy,,,,U," 2,402 "
031410046,Santiago,Bgy,,,,R," 1,534 "
031410047,Santisima Trinidad,Bgy,,,,U," 6,688 "
031410048,Santo Cristo,Bgy,,,,R," 2,035 "
031410049,Santo Niño (Pob.),Bgy,,,,U, 574 
031410050,Santo Rosario (Pob.),Bgy,,,,U," 7,333 "
031410051,Santol,Bgy,,,,U," 8,550 "
031410052,Sumapang Bata,Bgy,,,,U," 2,442 "
031410053,Sumapang Matanda,Bgy,,,,U," 8,719 "
031410054,Taal,Bgy,,,,R," 1,677 "
031410055,Tikay,Bgy,,,,U," 12,600 "
031410056,Cofradia,Bgy,,,,U," 4,608 "
031411000,Marilao,Mun,,,1st,," 254,453 "
031411001,Abangan Norte,Bgy,,,,U," 11,417 "
031411002,Abangan Sur,Bgy,,,,U," 10,595 "
031411003,Ibayo,Bgy,,,,U," 8,310 "
031411004,Lambakin,Bgy,,,,U," 48,184 "
031411005,Lias,Bgy,,,,U," 15,256 "
031411006,Loma de Gato,Bgy,,,,U," 71,258 "
031411007,Nagbalon,Bgy,,,,U," 3,518 "
031411008,Patubig,Bgy,,,,U," 8,419 "
031411009,Poblacion I,Bgy,,,,U," 1,419 "
031411010,Poblacion II,Bgy,,,,U," 4,968 "
031411011,Prenza I,Bgy,,,,U," 9,019 "
031411012,Prenza II,Bgy,,,,U," 13,784 "
031411013,Santa Rosa I,Bgy,,,,U," 11,260 "
031411014,Santa Rosa II,Bgy,,,,U," 13,378 "
031411015,Saog,Bgy,,,,U," 15,612 "
031411016,Tabing Ilog,Bgy,,,,U," 8,056 "
031412000,City of Meycauayan,City,,CC,3rd,," 225,673 "
031412001,Bagbaguin,Bgy,,,,U," 8,426 "
031412002,Bahay Pare,Bgy,,,,U," 13,232 "
031412003,Bancal,Bgy,,,,U," 12,687 "
031412004,Banga,Bgy,,,,U," 2,524 "
031412005,Bayugo,Bgy,,,,U," 19,195 "
031412006,Calvario,Bgy,,,,U," 5,074 "
031412007,Camalig,Bgy,,,,U," 8,388 "
031412008,Hulo,Bgy,,,,U," 2,683 "
031412009,Iba,Bgy,,,,U," 9,367 "
031412010,Langka,Bgy,,,,R," 4,319 "
031412011,Lawa,Bgy,,,,U," 15,592 "
031412012,Libtong,Bgy,,,,U," 12,742 "
031412013,Liputan,Bgy,,,,R," 1,615 "
031412014,Longos,Bgy,,,,R," 2,903 "
031412015,Malhacan,Bgy,,,,U," 21,540 "
031412016,Pajo,Bgy,,,,U," 7,752 "
031412017,Pandayan,Bgy,,,,U," 17,171 "
031412018,Pantoc,Bgy,,,,U," 12,577 "
031412019,Perez,Bgy,,,,U," 18,848 "
031412020,Poblacion,Bgy,,,,R, 304 
031412021,Saluysoy,Bgy,,,,U," 11,024 "
031412022,Saint Francis (Gasak),Bgy,,,,R," 1,313 "
031412023,Tugatog,Bgy,,,,U," 4,852 "
031412024,Ubihan,Bgy,,,,R," 2,280 "
031412025,Zamora,Bgy,,,,R," 2,370 "
031412026,Caingin,Bgy,,,,U," 6,895 "
031413000,Norzagaray,Mun,,,1st,," 136,064 "
031413003,Bangkal,Bgy,,,,R, 907 
031413004,Baraka,Bgy,,,,R, 548 
031413006,Bigte,Bgy,,,,U," 15,119 "
031413007,Bitungol,Bgy,,,,U," 18,427 "
031413015,Matictic,Bgy,,,,U," 13,553 "
031413016,Minuyan,Bgy,,,,U," 11,186 "
031413020,Partida,Bgy,,,,U," 6,827 "
031413021,Pinagtulayan,Bgy,,,,R," 1,799 "
031413022,Poblacion,Bgy,,,,U," 15,265 "
031413024,San Mateo,Bgy,,,,U," 12,145 "
031413031,Tigbe,Bgy,,,,U," 23,678 "
031413032,San Lorenzo,Bgy,,,,R," 2,402 "
031413033,Friendship Village Resources,Bgy,FVR,,,U," 14,208 "
031414000,Obando,Mun,,,2nd,," 59,978 "
031414001,Binuangan,Bgy,,,,U," 5,045 "
031414002,Catanghalan,Bgy,,,,U," 3,238 "
031414003,Hulo,Bgy,,,,R," 2,465 "
031414004,Lawa,Bgy,,,,U," 8,885 "
031414005,Salambao,Bgy,,,,R," 1,575 "
031414006,Paco,Bgy,,,,U," 7,078 "
031414007,Pag-asa (Pob.),Bgy,,,,R," 3,448 "
031414008,Paliwas,Bgy,,,,U," 5,500 "
031414009,Panghulo,Bgy,,,,U," 13,122 "
031414010,San Pascual,Bgy,,,,U," 7,769 "
031414011,Tawiran,Bgy,,,,R," 1,853 "
031415000,Pandi,Mun,,,2nd,," 155,115 "
031415001,Bagbaguin,Bgy,,,,R," 2,445 "
031415002,Bagong Barrio,Bgy,,,,U," 15,340 "
031415003,Bunsuran III,Bgy,,,,U," 2,451 "
031415004,Bunsuran I,Bgy,,,,U," 5,326 "
031415005,Bunsuran II,Bgy,,,,U," 3,651 "
031415006,Cacarong Bata,Bgy,,,,R," 14,638 "
031415007,Cacarong Matanda,Bgy,,,,U," 12,494 "
031415008,Cupang,Bgy,,,,R," 2,965 "
031415009,Malibong Bata,Bgy,,,,R," 2,578 "
031415010,Malibong Matanda,Bgy,,,,U," 6,813 "
031415011,Manatal,Bgy,,,,R," 3,153 "
031415012,Mapulang Lupa,Bgy,,,,U," 30,233 "
031415013,Masagana,Bgy,,,,R," 2,938 "
031415014,Masuso,Bgy,,,,U," 8,312 "
031415015,Pinagkuartelan,Bgy,,,,U," 6,899 "
031415016,Poblacion,Bgy,,,,U," 8,679 "
031415017,Real de Cacarong,Bgy,,,,R," 4,660 "
031415018,San Roque,Bgy,,,,R," 2,894 "
031415019,Siling Bata,Bgy,,,,U," 12,578 "
031415020,Siling Matanda,Bgy,,,,R," 3,560 "
031415021,Baka-bakahan,Bgy,,,,R, 759 
031415022,Santo Niño,Bgy,,,,R," 1,749 "
031416000,Paombong,Mun,,,3rd,," 55,696 "
031416001,Binakod,Bgy,,,,R," 1,886 "
031416002,Kapitangan,Bgy,,,,U," 4,708 "
031416003,Malumot,Bgy,,,,R," 1,423 "
031416004,Masukol,Bgy,,,,R," 1,389 "
031416006,Pinalagdan,Bgy,,,,U," 3,253 "
031416007,Poblacion,Bgy,,,,R," 1,462 "
031416009,San Isidro I,Bgy,,,,U," 3,427 "
031416010,San Isidro II,Bgy,,,,U," 12,011 "
031416011,San Jose,Bgy,,,,U," 5,209 "
031416012,San Roque,Bgy,,,,R," 4,810 "
031416013,San Vicente,Bgy,,,,U," 3,176 "
031416014,Santa Cruz,Bgy,,,,R," 1,386 "
031416015,Santo Niño,Bgy,,,,R," 3,574 "
031416016,Santo Rosario,Bgy,,,,U," 7,982 "
031417000,Plaridel,Mun,,,1st,," 114,432 "
031417001,Agnaya,Bgy,,,,U," 2,821 "
031417002,Bagong Silang,Bgy,,,,R," 4,237 "
031417003,Banga I,Bgy,,,,U," 5,892 "
031417004,Banga II,Bgy,,,,U," 8,741 "
031417005,Bintog,Bgy,,,,R," 4,585 "
031417006,Bulihan,Bgy,,,,U," 6,755 "
031417007,Culianin,Bgy,,,,R," 6,731 "
031417008,Dampol,Bgy,,,,U," 3,476 "
031417010,Lagundi,Bgy,,,,U," 4,962 "
031417011,Lalangan,Bgy,,,,R," 2,259 "
031417012,Lumang Bayan,Bgy,,,,U," 5,609 "
031417014,Parulan,Bgy,,,,U," 8,935 "
031417015,Poblacion,Bgy,,,,U," 3,878 "
031417016,Rueda,Bgy,,,,R," 1,821 "
031417017,San Jose,Bgy,,,,U," 5,016 "
031417018,Santa Ines,Bgy,,,,R," 2,922 "
031417019,Santo Niño,Bgy,,,,U," 10,721 "
031417020,Sipat,Bgy,,,,U," 7,822 "
031417021,Tabang,Bgy,,,,U," 17,249 "
031418000,Pulilan,Mun,,,1st,," 108,836 "
031418001,Balatong A,Bgy,,,,R," 1,877 "
031418002,Balatong B,Bgy,,,,R," 4,100 "
031418003,Cutcot,Bgy,,,,U," 8,320 "
031418005,Dampol I,Bgy,,,,U," 6,770 "
031418006,Dampol II-A,Bgy,,,,U," 4,896 "
031418007,Dampol II-B,Bgy,,,,U," 5,317 "
031418008,Dulong Malabon,Bgy,,,,R," 4,114 "
031418009,Inaon,Bgy,,,,U," 9,453 "
031418010,Longos,Bgy,,,,U," 5,817 "
031418011,Lumbac,Bgy,,,,R," 4,766 "
031418018,Paltao,Bgy,,,,U," 6,457 "
031418020,Penabatan,Bgy,,,,R," 2,377 "
031418022,Poblacion,Bgy,,,,U," 13,353 "
031418025,Santa Peregrina,Bgy,,,,U," 1,666 "
031418026,Santo Cristo,Bgy,,,,U," 7,700 "
031418033,Taal,Bgy,,,,U," 7,912 "
031418034,Tabon,Bgy,,,,R," 4,931 "
031418035,Tibag,Bgy,,,,U," 4,857 "
031418037,Tinejero,Bgy,,,,U," 4,153 "
031419000,San Ildefonso,Mun,,,1st,," 115,713 "
031419001,Akle,Bgy,,,,U," 4,653 "
031419002,Alagao,Bgy,,,,R," 3,607 "
031419003,Anyatam,Bgy,,,,R," 5,271 "
031419006,Bagong Barrio,Bgy,,,,R," 2,407 "
031419007,Basuit,Bgy,,,,R," 2,199 "
031419008,Bubulong Munti,Bgy,,,,R," 2,560 "
031419009,Bubulong Malaki,Bgy,,,,R," 2,200 "
031419010,Buhol na Mangga,Bgy,,,,R," 1,973 "
031419011,Bulusukan,Bgy,,,,R," 2,118 "
031419012,Calasag,Bgy,,,,R," 3,705 "
031419013,Calawitan,Bgy,,,,R," 3,717 "
031419014,Casalat,Bgy,,,,R," 2,030 "
031419015,Gabihan,Bgy,,,,R," 3,699 "
031419016,Garlang,Bgy,,,,R," 1,273 "
031419017,Lapnit,Bgy,,,,U," 3,268 "
031419018,Maasim,Bgy,,,,U," 3,693 "
031419019,Makapilapil,Bgy,,,,R," 2,744 "
031419020,Malipampang,Bgy,,,,U," 6,605 "
031419021,Matimbubong,Bgy,,,,R," 2,806 "
031419022,Nabaong Garlang,Bgy,,,,R," 2,389 "
031419023,Palapala,Bgy,,,,U," 6,743 "
031419024,Pasong Bangkal,Bgy,,,,R," 1,145 "
031419025,Pinaod,Bgy,,,,U," 7,738 "
031419026,Poblacion,Bgy,,,,U," 4,901 "
031419027,Pulong Tamo,Bgy,,,,U," 2,198 "
031419028,San Juan,Bgy,,,,U," 4,986 "
031419029,Santa Catalina Bata,Bgy,,,,U," 1,422 "
031419030,Santa Catalina Matanda,Bgy,,,,U," 2,971 "
031419031,Sapang Dayap,Bgy,,,,R," 1,626 "
031419032,Sapang Putik,Bgy,,,,U," 4,858 "
031419033,Sapang Putol,Bgy,,,,U," 2,383 "
031419034,Sumandig,Bgy,,,,R," 2,407 "
031419035,Telepatio,Bgy,,,,R," 1,110 "
031419036,Upig,Bgy,,,,R," 2,729 "
031419037,Umpucan,Bgy,,,,R," 2,509 "
031419038,Mataas na Parang,Bgy,,,,U," 3,070 "
031420000,City of San Jose Del Monte,City,,CC,1st,," 651,813 "
031420001,Bagong Buhay,Bgy,,,,U," 7,264 "
031420002,Dulong Bayan,Bgy,,,,U," 11,008 "
031420003,Gaya-gaya,Bgy,,,,U," 56,896 "
031420004,Kaypian,Bgy,,,,U," 46,045 "
031420005,Kaybanban,Bgy,,,,R," 3,245 "
031420006,Minuyan,Bgy,,,,R," 3,333 "
031420007,Muzon,Bgy,,,,U," 127,506 "
031420008,Poblacion,Bgy,,,,R," 2,273 "
031420009,Santo Cristo,Bgy,,,,U," 49,579 "
031420010,Sapang Palay,Bgy,,,,U," 5,804 "
031420011,Tungkong Mangga,Bgy,,,,U," 16,324 "
031420012,Citrus,Bgy,,,,U," 22,893 "
031420013,San Martin,Bgy,,,,R," 4,095 "
031420014,Santa Cruz,Bgy,,,,U," 4,854 "
031420015,Fatima,Bgy,,,,R," 3,109 "
031420016,San Pedro,Bgy,,,,U," 16,439 "
031420017,San Rafael,Bgy,,,,U," 8,139 "
031420018,Santo Niño,Bgy,,,,U," 2,610 "
031420019,Assumption,Bgy,,,,R," 4,362 "
031420020,Bagong Buhay II,Bgy,,,,U," 4,175 "
031420021,Bagong Buhay III,Bgy,,,,U," 5,698 "
031420022,Ciudad Real,Bgy,,,,R," 1,826 "
031420023,Fatima II,Bgy,,,,R," 1,890 "
031420024,Fatima III,Bgy,,,,R," 1,950 "
031420025,Fatima IV,Bgy,,,,R," 2,121 "
031420026,Fatima V,Bgy,,,,R," 2,195 "
031420027,Francisco Homes-Guijo,Bgy,,,,U," 6,972 "
031420028,Francisco Homes-Mulawin,Bgy,,,,U," 11,226 "
031420029,Francisco Homes-Narra,Bgy,,,,U," 8,293 "
031420030,Francisco Homes-Yakal,Bgy,,,,U," 3,721 "
031420031,Graceville,Bgy,,,,U," 42,207 "
031420032,Gumaoc Central,Bgy,,,,R," 4,123 "
031420033,Gumaoc East,Bgy,,,,U," 5,376 "
031420034,Gumaoc West,Bgy,,,,U," 8,885 "
031420035,Lawang Pari,Bgy,,,,U," 5,075 "
031420036,Maharlika,Bgy,,,,U," 3,057 "
031420037,Minuyan II,Bgy,,,,U," 5,977 "
031420038,Minuyan III,Bgy,,,,U," 2,673 "
031420039,Minuyan IV,Bgy,,,,U," 4,769 "
031420040,Minuyan V,Bgy,,,,R," 2,200 "
031420041,Minuyan Proper,Bgy,,,,U," 46,171 "
031420042,Paradise III,Bgy,,,,R," 5,318 "
031420043,Poblacion I,Bgy,,,,U," 5,617 "
031420044,San Isidro,Bgy,,,,U," 4,282 "
031420045,San Manuel,Bgy,,,,U," 11,432 "
031420046,San Martin II,Bgy,,,,R," 3,527 "
031420047,San Martin III,Bgy,,,,U," 3,695 "
031420048,San Martin IV,Bgy,,,,R," 4,085 "
031420049,San Rafael I,Bgy,,,,U," 3,362 "
031420050,San Rafael III,Bgy,,,,R," 2,718 "
031420051,San Rafael IV,Bgy,,,,U," 6,447 "
031420052,San Rafael V,Bgy,,,,R," 2,844 "
031420053,San Roque,Bgy,,,,R," 2,492 "
031420054,Santa Cruz II,Bgy,,,,R," 3,405 "
031420055,Santa Cruz III,Bgy,,,,R," 3,029 "
031420056,Santa Cruz IV,Bgy,,,,R," 3,175 "
031420057,Santa Cruz V,Bgy,,,,R," 3,811 "
031420058,Santo Niño II,Bgy,,,,U," 3,746 "
031420059,St. Martin de Porres,Bgy,,,,R," 2,470 "
031421000,San Miguel,Mun,,,1st,," 172,073 "
031421001,Bagong Silang,Bgy,,,,R," 2,092 "
031421002,Balaong,Bgy,,,,R," 2,823 "
031421003,Balite,Bgy,,,,R," 3,669 "
031421004,Bantog,Bgy,,,,U," 3,955 "
031421006,Bardias,Bgy,,,,R," 2,080 "
031421007,Baritan,Bgy,,,,R," 1,704 "
031421008,Batasan Bata,Bgy,,,,U," 2,336 "
031421009,Batasan Matanda,Bgy,,,,R," 3,404 "
031421011,Biak-na-Bato,Bgy,,,,R," 2,433 "
031421012,Biclat,Bgy,,,,R," 1,761 "
031421013,Buga,Bgy,,,,R," 1,680 "
031421014,Buliran,Bgy,,,,U," 5,499 "
031421015,Bulualto,Bgy,,,,R," 2,890 "
031421016,Calumpang,Bgy,,,,U," 5,531 "
031421019,Cambio,Bgy,,,,R," 2,223 "
031421020,Camias,Bgy,,,,U," 8,555 "
031421021,Ilog-Bulo,Bgy,,,,R," 1,695 "
031421023,King Kabayo,Bgy,,,,R," 1,851 "
031421024,Labne,Bgy,,,,R," 1,562 "
031421025,Lambakin,Bgy,,,,R," 3,108 "
031421027,Magmarale,Bgy,,,,R," 2,544 "
031421028,Malibay,Bgy,,,,R," 2,619 "
031421030,Mandile,Bgy,,,,R," 2,147 "
031421031,Masalipit,Bgy,,,,R," 3,370 "
031421032,Pacalag,Bgy,,,,R," 1,222 "
031421033,Paliwasan,Bgy,,,,R," 3,240 "
031421035,Partida,Bgy,,,,R," 3,503 "
031421036,Pinambaran,Bgy,,,,R," 4,573 "
031421037,Poblacion,Bgy,,,,R," 3,127 "
031421038,Pulong Bayabas,Bgy,,,,R," 2,420 "
031421039,Sacdalan,Bgy,,,,R," 2,279 "
031421040,Salacot,Bgy,,,,U," 3,378 "
031421041,Salangan,Bgy,,,,U," 5,363 "
031421043,San Agustin,Bgy,,,,R," 4,323 "
031421044,San Jose,Bgy,,,,U," 4,613 "
031421045,San Juan,Bgy,,,,U," 8,950 "
031421046,San Vicente,Bgy,,,,R," 2,746 "
031421047,Santa Ines,Bgy,,,,U," 6,509 "
031421048,Santa Lucia,Bgy,,,,R," 4,005 "
031421049,Santa Rita Bata,Bgy,,,,R," 3,829 "
031421050,Santa Rita Matanda,Bgy,,,,R," 2,983 "
031421051,Sapang,Bgy,,,,R," 1,997 "
031421052,Sibul,Bgy,,,,U," 11,092 "
031421054,Tartaro,Bgy,,,,U," 6,039 "
031421055,Tibagan,Bgy,,,,R," 4,662 "
031421056,Bagong Pag-asa,Bgy,,,,R," 1,438 "
031421057,Pulong Duhat,Bgy,,,,R," 1,439 "
031421058,Maligaya,Bgy,,,,R," 2,415 "
031421059,Tigpalas,Bgy,,,,R," 4,397 "
031422000,San Rafael,Mun,,,1st,," 103,097 "
031422001,BMA-Balagtas,Bgy,,,,U," 2,263 "
031422002,Banca-banca,Bgy,,,,R," 1,354 "
031422003,Caingin,Bgy,,,,U," 10,836 "
031422004,Coral na Bato,Bgy,,,,R," 1,804 "
031422005,Cruz na Daan,Bgy,,,,U," 1,135 "
031422006,Dagat-dagatan,Bgy,,,,R," 1,485 "
031422007,Diliman I,Bgy,,,,R," 3,634 "
031422008,Diliman II,Bgy,,,,R, 871 
031422009,Capihan,Bgy,,,,U," 6,128 "
031422010,Libis,Bgy,,,,R," 1,910 "
031422011,Lico,Bgy,,,,R," 2,001 "
031422012,Maasim,Bgy,,,,R," 1,383 "
031422013,Mabalas-balas,Bgy,,,,R," 4,168 "
031422014,Maguinao,Bgy,,,,U," 4,940 "
031422015,Maronguillo,Bgy,,,,R," 3,958 "
031422016,Paco,Bgy,,,,R," 1,043 "
031422017,Pansumaloc,Bgy,,,,R," 1,118 "
031422018,Pantubig,Bgy,,,,U," 3,789 "
031422019,Pasong Bangkal,Bgy,,,,R," 1,107 "
031422020,Pasong Callos,Bgy,,,,R, 911 
031422021,Pasong Intsik,Bgy,,,,R," 1,492 "
031422022,Pinacpinacan,Bgy,,,,R," 1,840 "
031422023,Poblacion,Bgy,,,,R," 1,640 "
031422024,Pulo,Bgy,,,,R," 3,600 "
031422025,Pulong Bayabas,Bgy,,,,R," 1,259 "
031422026,Salapungan,Bgy,,,,R," 2,442 "
031422027,Sampaloc,Bgy,,,,U," 4,480 "
031422028,San Agustin,Bgy,,,,R," 1,745 "
031422030,San Roque,Bgy,,,,U," 9,674 "
031422031,Talacsan,Bgy,,,,R," 4,152 "
031422032,Tambubong,Bgy,,,,U," 7,719 "
031422033,Tukod,Bgy,,,,R," 2,579 "
031422034,Ulingao,Bgy,,,,U," 3,711 "
031422035,Sapang Pahalang,Bgy,,,,R, 926 
031423000,Santa Maria,Mun,,,1st,," 289,820 "
031423001,Bagbaguin,Bgy,,,,U," 7,839 "
031423002,Balasing,Bgy,,,,U," 9,732 "
031423003,Buenavista,Bgy,,,,U," 2,821 "
031423004,Bulac,Bgy,,,,U," 10,015 "
031423005,Camangyanan,Bgy,,,,U," 5,019 "
031423006,Catmon,Bgy,,,,U," 15,938 "
031423007,Cay Pombo,Bgy,,,,U," 32,674 "
031423008,Caysio,Bgy,,,,U," 14,979 "
031423009,Guyong,Bgy,,,,U," 16,909 "
031423010,Lalakhan,Bgy,,,,U," 2,319 "
031423011,Mag-asawang Sapa,Bgy,,,,U," 10,381 "
031423013,Mahabang Parang,Bgy,,,,U," 5,140 "
031423014,Manggahan,Bgy,,,,R," 2,779 "
031423015,Parada,Bgy,,,,U," 9,419 "
031423016,Poblacion,Bgy,,,,U," 12,871 "
031423017,Pulong Buhangin,Bgy,,,,U," 41,218 "
031423018,San Gabriel,Bgy,,,,U," 9,630 "
031423019,San Jose Patag,Bgy,,,,U," 13,985 "
031423020,San Vicente,Bgy,,,,U," 24,451 "
031423021,Santa Clara,Bgy,,,,U," 12,419 "
031423022,Santa Cruz,Bgy,,,,U," 11,364 "
031423023,Silangan,Bgy,,,,U," 2,102 "
031423024,Tabing Bakod,Bgy,,,,U," 5,410 "
031423025,Tumana,Bgy,,,,U," 10,406 "
031424000,Doña Remedios Trinidad,Mun,,,1st,," 28,656 "
031424001,Bayabas,Bgy,,,,R," 2,050 "
031424002,Kabayunan,Bgy,,,,R," 2,196 "
031424003,Camachin,Bgy,,,,R," 1,744 "
031424004,Camachile,Bgy,,,,U," 4,611 "
031424005,Kalawakan,Bgy,,,,U," 8,802 "
031424006,Pulong Sampalok,Bgy,,,,U," 3,574 "
031424007,Talbak,Bgy,,,,R," 1,869 "
031424008,Sapang Bulak,Bgy,,,,R," 3,810 "
034900000,Nueva Ecija,Prov,,,1st,," 2,310,134 "
034901000,Aliaga,Mun,,,2nd,," 70,363 "
034901003,Betes,Bgy,,,,R," 2,472 "
034901004,Bibiclat,Bgy,,,,U," 8,355 "
034901005,Bucot,Bgy,,,,U," 5,355 "
034901010,La Purisima,Bgy,,,,R," 2,086 "
034901015,Magsaysay,Bgy,,,,R," 2,631 "
034901016,Macabucod,Bgy,,,,R," 1,679 "
034901018,Pantoc,Bgy,,,,R," 2,527 "
034901020,Poblacion Centro,Bgy,,,,U," 2,306 "
034901021,Poblacion East I,Bgy,,,,R," 2,383 "
034901022,Poblacion East II,Bgy,,,,R," 1,512 "
034901023,Poblacion West III,Bgy,,,,U," 1,208 "
034901024,Poblacion West IV,Bgy,,,,R, 696 
034901027,San Carlos,Bgy,,,,U," 3,272 "
034901028,San Emiliano,Bgy,,,,R," 1,520 "
034901029,San Eustacio,Bgy,,,,R," 2,355 "
034901030,San Felipe Bata,Bgy,,,,R," 1,934 "
034901031,San Felipe Matanda,Bgy,,,,R," 2,771 "
034901032,San Juan,Bgy,,,,R," 5,255 "
034901033,San Pablo Bata,Bgy,,,,R," 2,056 "
034901034,San Pablo Matanda,Bgy,,,,R," 1,230 "
034901035,Santa Monica,Bgy,,,,R," 1,185 "
034901036,Santiago,Bgy,,,,R," 2,427 "
034901038,Santo Rosario,Bgy,,,,R," 2,645 "
034901039,Santo Tomas,Bgy,,,,U," 5,708 "
034901040,Sunson,Bgy,,,,R, 887 
034901042,Umangan,Bgy,,,,R," 3,908 "
034902000,Bongabon,Mun,,,2nd,," 66,839 "
034902001,Antipolo,Bgy,,,,R," 4,684 "
034902002,Ariendo,Bgy,,,,R," 1,515 "
034902003,Bantug,Bgy,,,,R, 877 
034902004,Calaanan,Bgy,,,,R," 2,575 "
034902005,Commercial (Pob.),Bgy,,,,U, 208 
034902006,Cruz,Bgy,,,,R," 2,087 "
034902007,Digmala,Bgy,,,,R," 1,544 "
034902008,Curva,Bgy,J. Tomacruz,,,R," 3,819 "
034902009,Kaingin (Pob.),Bgy,,,,R," 2,735 "
034902010,Labi,Bgy,,,,R," 1,644 "
034902011,Larcon,Bgy,,,,R," 1,710 "
034902012,Lusok,Bgy,,,,R," 2,347 "
034902013,Macabaclay,Bgy,,,,R," 2,735 "
034902014,Magtanggol (Pob.),Bgy,,,,R," 1,437 "
034902015,Mantile (Pob.),Bgy,,,,R," 1,399 "
034902016,Olivete,Bgy,,,,R," 2,275 "
034902017,Palo Maria (Pob.),Bgy,,,,R," 2,423 "
034902018,Pesa,Bgy,,,,R," 2,651 "
034902020,Rizal (Pob.),Bgy,,,,R," 3,194 "
034902021,Sampalucan (Pob.),Bgy,,,,R," 1,525 "
034902022,San Roque (Pob.),Bgy,,,,R," 2,773 "
034902023,Santor,Bgy,,,,U," 6,046 "
034902024,Sinipit (Pob.),Bgy,,,,U," 2,542 "
034902025,Sisilang na Ligaya (Pob.),Bgy,,,,U, 587 
034902026,Social (Pob.),Bgy,,,,R, 795 
034902027,Tugatug,Bgy,,,,R," 2,259 "
034902028,Tulay na Bato (Pob.),Bgy,,,,R," 2,291 "
034902029,Vega,Bgy,,,,U," 6,162 "
